UID,title,authors,keywords,sessions,abstract
E5-2,Applying mutual information to extract legal domain-specific collocation nouns in Mandarin,Po-HsuanHuang|Sieh-ChuenHuang|HsuanleiShao,,E5:テーマセッション３：法ドメインにおける言語処理(2),"Segmentation  constitutes  a  fundamental  processwithin  of  Natural  Language  Processing (NLP) for  the Chinese  language. However, when  we  apply  it  into domain-specific  field, it  can  be  limited  with  the“domain-specific” words. especially  in  Chinesecharacters. The  researchers  often  used  the  personal dictionary by human-hand before, we present a general solution of novel collocation extraction technique aimed at  domain-specific  texts  through  iterated  segmentation based  on  mutual  information  measure  and  averaged mutual  information. It  has  been  found  that  while mutual-information-based collocation extractions did not benefit  from  iterated  segmentation, collocation extractions  based  on  averaged  mutual  information performed  better  after  several  times  of  iterated segmentation. Also, while segmentation based on mutual information  reached  generally  higher  precision, non-collocations extracted with mutual information had generally larger edit distances than those extracted with averaged mutual information."
E5-3,法律間の類似条文の対応付けにおけるBERTの法令ドメイン適応,山田大地|中村誠,,E5:テーマセッション３：法ドメインにおける言語処理(2),比較法研究では日本法と外国法の類似する条文を対応付けることがある．既に BERT [1]を用いて条文を対応付ける研究がなされているが，モデルは事前学習のみで使われていた．本研究では，BERT のfine-tuning を行い，条文を対応付けてその有効性を検証することを目的とする．fine-tuning には教師なし学習と教師有り学習を用いて性能の比較を行った．また，試験的に多言語モデルを用いた対応付け結果を示す．実験より，法令テキストを用いて fine-tuningを行ったモデルは従来の手法を上回り，特に教師あり学習が類似条文の対応付けにおいて最も高い性能を発揮した．
E5-4,変更極小性を考慮した改正後法令文の機械翻訳,山腰貴大|小川泰弘|外山勝彦,,E5:テーマセッション３：法ドメインにおける言語処理(2),一部改正に伴い既存の法令文を翻訳し直す際には，改正前の訳文の表現を維持し，改正により変化した部分のみを翻訳対象にすることが望ましい．この要件を変更極小性と呼び，改正後法令文の翻訳においては，流暢性，妥当性に並ぶ要件である．本研究では，変更極小性を考慮した機械翻訳の実現を目指し，改正前後の法令文のコーパスの構築，Transformer ベースの機械翻訳手法の開発，変更極小性の評価指標の開発を行った．また，改正後法令文の翻訳実験により，提案手法の有効性を検証した．
P5-1,地図を刺激に用いた経路情報参照表現の収集,川端良子|大村舞|小西光|浅原正幸|竹内誉羽,,P5:ポスター,我々は、経路情報を参照する表現のデータベースを構築した。20 の地図を刺激とし、1 地図あたり 2経路、1 経路あたり 40 人に地図上の二地点の経路情報の記述を依頼し、1600 の経路情報参照表現を収集した。経路情報参照表現は、地図上のランドマークに基づく相対参照表現のみであるかを判定したうえで、相対参照表現のみの場合には、始点・通過地点・終点の情報の有無をラベル付けした。さらに各表現のわかりやすさをアンケート調査により収集した。
P5-2,前提知識を考慮した数学の確率問題自動解答の精度向上,谷村華梨|平博順,,P5:ポスター,大規模言語モデルによる文章生成の品質が大幅に向上し，さまざまな分野への応用が期待されている．しかし，数学などの教科における個別学習での使用には，各教科の問題に対する解答精度が低いなどの課題がある．本研究では，大規模言語モデルの一つである GPT-4 を用いて高校数学における確率分野の問題に対して自動解答を行い，不正解となる場合の原因の分析を行った．分析の結果，GPT-4 に不足していると考えられる分野の前提知識を追加して解答生成を行い，解答精度が向上するケースがあることが分かった．題材として，従来研究で高い精度を出すことが難しいとされている確率分野の問題を取り扱うこととした．その結果，前提知識を考慮することで，解答精度の向上が見られる事例があった．
P5-3,早押しクイズの名数問題における解の妥当性を考慮した解答をするための CoT プロンプトの構築,杉山宏輝|角康之,,P5:ポスター,"本研究では,早押しクイズの名数問題における解の妥当性を考慮した解答を言語モデルに出力させる方法を提案する.通常の早押しクイズでは解の妥当性を考慮することで,一見答えが確定していない段階での解答の正答率を高めることができ,言語モデルにおいても同様のことが期待できる.具体的な手法として, Chain-of-Thought(CoT)プロンプト[1]を用いて,妥当性を考慮した思考過程とそこから得られる解答を出力する.妥当性には,仲間はずれ,文字列の類似,難易度,順序の 4 種類あり[2],それぞれ問題と思考過程を含めた解答をプロンプトとして与える."
P5-4,RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,星康人|宮下大輔|YouyangNg|立野賢登|森岡靖太|鳥井修|出口淳,,P5:ポスター,Large Language Model (LLM)と 検索 を組 み合 わせた retrieval-augmented large language model (R-LLM)の効 率的 な開 発と 定量 的な 評価 を可 能と するフレームワーク，RaLLe (Retrieval-Augmented LLMDevelopment and Evaluation)を 提案 する1）．既存 のR-LLM 開発用フレームワークとは異なり，RaLLeは検索や生成などの個々の推論過程を動作させながら行うプロンプト開発や，構築した R-LLM に対して任意のベンチマークデータセットを用いた定量的な評価を実現する．
P5-5,RAGにおけるLLMの学習と評価：FAQタスクへの応用,長澤春希|戸田隆道,,P5:ポスター,大規模言語モデル(Large Language Model: LLM)はその汎用性の高さから，実応用を含めた様々な利活用が進んでいる．昨今では文書などを追加入力として与えることで，外部知識を参照させながら LLM を運用する Retrieval-Augmented Generation(RAG)などの手法の有用性が改めて認識されている．一方で，Low-Rank Adaptation (LoRA)などの軽量なﬁne-tuning手法なども確立されつつある．そこで本稿では，参照知識が限定的な FAQ タスクを例に取り，RAG と比較した際の質問応答タスクにおける LLM ﬁne-tuning の有用性を検討する．並行して，実運用を踏まえた評価についても議論する．
P5-6,質問応答モデルはどのショートカットを優先して学習するか？,篠田一聡|菅原朔|相澤彰子,,P5:ポスター,読解のための質問応答モデルは，訓練セット内の擬似相関を利用した解き方であるショートカットを学習する傾向がある．この問題を緩和するために様々な手法が提案されてきたが，それらはショートカット自体の特性を十分に考慮していない．本研究ではショートカットの学習可能性（ショートカットをどれくらい学習し易いか）が緩和手法の設計に有用であるという仮説を立て，実験的に検証する．
P5-7,大規模言語モデルを用いたEmotional Support Conversation システムの構築とその評価,藤田敦也|上乃聖|李晃伸,,P5:ポスター,会話 にお いて ユー ザの 負の 感情 を緩 和す るEmotional Support 能力は，ソーシャルインタラクションやメンタルヘルス支援，顧客対応など様々な対話シナリオにおいて対話システムが今後具備すべき重要な機能である．本論文では，大規模言語モデルを用いた対話戦略の予測と，予測に基づいた対話生成を行うことで Emotional Support を実現する手法を提案する．実験では，応答文評価と実際に人とシステムを対話させる評価を行い，対話戦略による対話管理の効果や大規模言語モデルの EmotionalSupport 能力を検証する．
P5-8,エントレインメント尺度および戦略が対話システムの評価に与える影響の調査,金崎翔大|河野誠也|湯口彰重|桂井麻里衣|吉野幸一郎,,P5:ポスター,人間同士の会話では，やりとりを重ねるうちに話者のふるまいが同調するエントレインメント現象がしばしば発生する．こうした現象を扱う対話システムを構築しようとする場合，どのようなエントレインメント尺度を活用するか，どのようなタイミングでどのようなエントレインメント度合いを用いるかの 2 点を明らかにする必要がある．本研究ではニューラル雑談対話モデルをエントレインメント度合いに応じてリランキングするシステムを用い，複数の語彙的エントレインメント尺度，および複数のエントレインメント戦略を網羅的に組み合わせた主観評価実験を行った．
P5-9,Character-LLM 構築のためのキャラクター設定指示,人見雄太|木本晴久|佐藤大地|跡部優吾|福島千尋|池田愛|並松竜太郎|鈴木沙英子|岡村萌加|簑田葉月|小山正彦|片田智大|橋本圭|ジューストー沙羅|守屋貴行,,P5:ポスター,本研究では，LLM に対するキャラクター設定指示を組み込むことで，Character-LLM の性能向上を図るキャラクター設定指示を提案した. 実験結果は，提案手法が従来手法に比べて，正解率とターゲット指向正解率を大幅に向上させることを示している.提案手法により，GPT の固有の生成傾向を克服し，よりキャラクター固有の要求に適切に応答する能力を向上させることができた.
P5-10,経験情報収集および伝達を主目的とする雑談対話による関係性維持支援システム,志満津奈央|上乃聖|李晃伸,,P5:ポスター,対話システムを介して二者の経験情報を共有することで，関係構築を促進する研究が行われている．これまでのシステムでは，情報の収集と伝達の機能の分離や，テンプレートを用いた発話生成など固定的な処理が多く，対話の流れの自然さや応答の柔軟性に課題がある．本研究では，雑談対話による関係性維持システムを目指し，LLM を用いた柔軟な経験情報収集および伝達を行うシステムを提案する．システム構成として，収集と伝達を順に行うカスケード型システムと，両タスクを一度に行う混合型システムを提案する．実際のシステムで評価を行い，LLM を用いたシステム性能の検証と提案する 2種類のシステムの性能比較を行った結果を示す．
P5-11,ロボット対話によるインタラクティブ観光プランニング,佐藤京也|大萩雅也|山崎天|水本智也|吉川克正,,P5:ポスター,本稿では，対話ロボットコンペティション 2023で最優秀賞を獲得したマルチモーダル対話ロボットについて詳述し，課題や知見も共有する．本コンペティションは，実際に店舗にヒューマノイドロボットを置いて観光プランニングを行うものであり，テキスト対話ではなくマルチモーダル対話が要求される．我々は大規模言語モデルを活用するだけでなく，画像，音声，動作，地図などを総合的に用いることで観光プランニングタスクを適切に達成することを狙ったシステムを構築した．
P5-12,複数生成AI間のコミュニケーションにおける対話の多寡と思考変化の関係分析,益村優輝|坂野遼平,,P5:ポスター,近年の対話型 AI の普及に伴い AI 同士がコミュニケーションを行うソーシャルネットワーク(AI-SN)が発生する可能性がある．それらは人間より高速な意見交換を行うと考えられ，意見の偏りがすぐに肥大化してしまう危険性がある．本研究ではその傾向と制御の分析のため，出力意見をベクトル化することによるコサイン類似度と意見交換数の相関係数，各 AI が出力したスコア，人手によるスコアを用いて，複数 AI 間の意見交換による対話の多寡と思考変化の関係分析を行った．その結果，議題によって異なるがそれぞれの出力意見に変化を確認することができた．また，議題に対して肯定的な話者を多く含ませることによって意見の偏りの少ない議論が行われるよう AI-SN を制御できる可能性があるという仮説が立てられた．
P5-13,SILVER: Self Data Augmentation for Out-of-scope Detection in Dialogues,ChunpengMa|TakuyaMakino,,P5:ポスター,"Detecting out-of-scope (OOS) utterances is crucial intask-oriented dialogue systems, but obtaining enough an-notated OOS dialogues to train a binary classiﬁer directly isdiﬃcult in practice. Existing data augmentation methodsgenerate OOS dialogues automatically, but their perfor-mance usually depends on an external corpus. Herein wepropose SILVER, a self data augmentation method thatdoes not use external data. It improves the accuracy ofOOS detection (false positive rate: 90.5%→ 47.4%).Furthermore, SILVER successfully generates high-qualityin-domain (IND) OOS dialogues in terms of naturalness(percentage: 8%→ 68%) and OOS correctness (percent-age: 74%→ 88%), as evaluated by human workers."
P5-14,文脈を考慮した半教師あり学習による対話行為推定,石島孝俊|白井清昭,,P5:ポスター,本研究では発話の先行文脈を考慮して対話行為を推定する半教師あり学習の手法を提案する．一般に発話の対話行為は文脈に依存するが，教師あり学習によって文脈を考慮したモデルを構築する手法は提案されていたものの，教師なし・半教師あり学習において文脈を考慮することの有効性は十分に検証されていなかった．提案手法では，先行する発話の文脈情報を反映した発話の埋め込みを作成し，クラスタリングや k-NN 法に基づいて少数のラベル付き発話からラベルなし発話に対話行為を伝播させる．評価実験の結果，文脈を考慮することで対話行為推定の正解率が向上することを確認した．
P5-15,語り直しを目的とした大規模言語モデルを用いた Story Intention Graph の作成とその評価,吉川祐輔|井上壮志|東中竜一郎,,P5:ポスター,"人間同士の対話において，お互いの価値観や経験は物語によって表出されることが多い．対話システムにおいても，ユーザが話す物語を適切に理解することで，ユーザの価値観や経験を深く理解し，親密さを持ったやり取りを実現できるようになるとともに，より高度なやり取りも実現できるようになると考えられる．本論文では，大規模言語モデルを用い，物語文を Story Intention Graph (SIG)に変換する手法について述べる．SIG は，物語中の登場人物,および，その行動・意図・動機に焦点を当て,それらの関係性をグラフとして表したものである．今回，大規模言語モデルとして GPT-4 を用い，所定の物語文からの SIG の自動作成に取り組んだ．また，作成された SIG の妥当性を評価するとともに，SIG を用いた物語の語り直しを行い，その結果を確認した．"
P5-16,対話状態追跡における言語モデルのスキーマに基づくHallucinationの抑制,佐藤明智|南泰浩,,P5:ポスター,近年では，ChatGPT をはじめとした大規模言語モデルを活用した対話システムが注目されている．これらのシステムは，日常会話や要約などの幅広い用途で利用されており，多種多様なユーザーのニーズに応えることができる．また，ユーザーの意図に応じて情報を取得したりデバイスを操作したりするタスク指向の対話システムに対するニーズも高まりつつある．しかし，大規模言語モデルにはHallucination の問題が存在しており，不正確なテキストの生成によって，誤ったアクションを引き起こすリスクがある．これを解決するため，本研究ではタスク指向対話システムにおける Hallucination を抑制する新たな手法を提案する．具体的には，Schema Guided Dialogueデータセットを用いて，スキーマに基づいて生成する語彙を制約するスキーマ名制約付きデコーディング(SNCD: Schema Name Constrained Decoding)を提案する．この手法を用いることでスキーマ名を正確に生成し，エラーを防止することが期待できる．本稿では提案手法の有効性を検証し，Hallucination を抑制するための可能性について分析する．
P5-17,強化学習を用いた傾聴対話モデルの構築,松本奈々|安藤一秋,,P5:ポスター,高齢者の増加とともに認知症患者も増加している．認知症患者の感情に寄り添い，意思を汲み取るためのコミュニケーション技法として「バリデーション」がある．しかし，介護業界は慢性的な人手不足であり，介護士がすべての患者に対して十分なコミュニケーション時間を確保することが難しい．本稿では，バリデーションのうち「オープンクエスチョン」に着目し，強化学習を用いて傾聴の多い応答を生成する対話モデルの構築法について検討する．評価実験では，ファインチューニングの epoch 数と強化学習の step 数の関係に着目し，応答文の多様性や傾聴性などに関して評価・考察する．
P5-18,対話破綻修復コーパスの収集と分析 —ユーザの個人特性とシステムとの関係性を考慮した修復文生成に向けて—,坪倉和哉|岡田真依|入部百合絵|北岡教英,,P5:ポスター,現状の対話システムとの対話では，未だ対話破綻が生じているため，破綻発生時には適切に対話を修復する必要がある．しかし，これまで提案されている修復方法はどのユーザに対しても同様の発話を行う．ユーザ適応の観点から，ユーザの個人特性やシステムとの関係性によって適切な修復方法が異なるかを明らかにするため，個人特性や関係性を含む対話破綻修復コーパスを作成した．破綻後のユーザ発話を分析した結果，自己主張スキルが高い人は破綻したシステムに同意しない，初対面や上司に対しては破綻後に依頼をしない，などの傾向が確認された．このことから，これらの傾向に合わせた破綻修復方法を検討する必要があることが示された．
P5-19,語りに傾聴を示す応答タイミングの検出のためのテキストデータの利用,渡邉優|伊藤滉一朗|松原茂樹,,P5:ポスター,会話エージェントが人間に代わって語りの聴き手を担うことが期待されている．これらが聴き手として認められるには，傾聴を示す目的で語りに応答する発話である傾聴応答を適切なタイミングで生成することが効果的である．本論文では，傾聴応答タイミングの検出のためのテキストデータの利用について述べる．事前学習済み言語モデルを傾聴応答タイミング検出タスクでﬁne-tuning する前に，テキストへの句読点挿入タスクを中間タスクとして導入する．応答タイミングの検出実験の結果，中間タスクの導入により，特に，傾聴応答のデータ量が十分ではない場合に，モデルが傾聴応答タイミングの特徴を効率的に学習できることを確認した．
P5-20,ペルソナ対話システムにおけるペルソナ選択と応答生成,吉田快|吉野幸一郎|品川政太朗|須藤克仁|中村哲,,P5:ポスター,"ペルソナ対話システムでは対話が進むのに従い，対話の文脈上生成された新しいペルソナに相当する情報が現れる場合がある．この新しいペルソナを考慮しない場合，対話文脈と矛盾した応答を生成することがあり得る．そこで本研究では，こうした新しいペルソナに相当する情報をペルソナプールに保持し，その中から対話の文脈に合わせて必要なペルソナを選択し利用する枠組みを提案する．このため，人手によるペルソナ選択データセットの構築を行い，より良いペルソナ選択手法について分析を行った．構築したデータセットを用いたペルソナ文選択の評価では,名詞ベース選択の手法が既存の文ベース選択の手法より精度が高いことを確認した."
P5-21,知識グラフの対話システムへの記憶化：学習アプローチの探究,薛強|滝口哲也|有木康雄,,P5:ポスター,近年，対話システムの進化に伴い，生成される回答の質の向上が重要な課題となっている．本研究では，知識グラフを対話システムに記憶させることにより，回答の質を向上させると同時に，回答中の幻想問題を軽減する方法を探究する．具体的には，知識グラフを記憶するための 3 種類の学習タスクを提案し，その有効性を検証する．実験結果から，一般的な知識検索対話システムと比較して回答の生成品質は向上しなかったものの，新たな可能性を探る一歩となった．本研究は，対話システムの質的向上と知識グラフの活用における新たな方向性を示唆している．
P5-22,キャッチコピー共同作成対話コーパスにおける発話と編集および参照の分析,周旭琳|市川拓茉|東中竜一郎,,P5:ポスター,本研究では，共同作業を行う対話システムの構築に向けて，人間が共同作業を行っているデータの分析を行う．使用するデータは，人間同士が対話しながらキャッチコピーを共同で作成するタスクに取り組んだ対話データである．分析では，発話及びキャッチコピー編集の発生有無と，キャッチコピー編集欄の位置を指し示す記号による絶対参照表現の発話内での使用有無に着目した．その結果，活発に発話やキャッチコピーの編集を行う対話は作業者の自己評価が他より高くなる傾向があることや，絶対参照が多く使用されるほど評価が高い傾向があることが分かった．
P5-23,コンタクトセンターにおける人と言語モデルの協働による対話データの作成,伊藤拓海|阿部香央莉|日高雅俊|野田健一|岩浅佑一,,P5:ポスター,"コンタクトセンターにおける自然言語処理は顧客サービスの自動化と効率化において重要な役割を担っているが、個人情報や著作権等の観点から研究用として扱うことのできるデータは少ない。そこで本研究では研究用データの構築のため、仮想の家電メーカを設定し回答に必要なナレッジと対話データの作成に取り組んだ。特に、効率的なデータ作成と実用後の継続的なデータ収集を見据え、人と大規模言語モデルの協働によってデータを作成するアプローチを検討し、461 件のナレッジと 2, 308 件の対話データを作成した。"
P5-24,地図を刺激に用いた位置情報参照表現の収集,大村舞|川端良子|小西光|浅原正幸|竹内誉羽,,P5:ポスター,本研究では、位置情報を参照する表現のデータベースを構築した。20 の地図を刺激とし、1 地図あたり 40 人に地図上に示した目標点の位置情報の記述を依頼し、800 の位置情報参照表現を収集した。位置情報参照表現は、地図上のランドマークに基づく相対参照表現のみであるかを判定したうえで、相対参照表現のみの場合には、一人称視点（目標点からの見えるものの記述）・空間内視点（地図中の他の地点から目標点を参照）・空間内移動（地図中の他の地点から目標点に移動）・鳥瞰視点（地図を上から俯瞰）の 4 つに分類した。さらに各表現のわかりやすさをアンケート調査により収集した。
P5-25,実際の人々の感想を利用した雑談発話生成,成田風香|佐藤志貴|徳久良子|乾健太郎,,P5:ポスター,雑談では，感想を述べる発話が対話の盛り上がりに寄与することが知られている．我々は，文脈に対して適切な感想を生成できる発話生成システムの実現を目指し，対話の話題に対する実際の人々の感想を外部情報として入力に用いることを試みる．本稿では，我々がこれまでに構築した「感想付きニュース雑談コーパス」を拡張した上で，システムの追加学習を行うことで，人々の感想を利用して発話を生成するシステムを構築した．生成発話の評価の結果，文脈に対して自然であり，かつ感想を含む発話を多く生成できることが分かった．加えて，これらのシステムにより生成された発話は，雑談を盛り上げるような発話であることが明らかとなった．
P5-26,Dialogue Response Generation Using Personal Facts and Personality Traits,◊WeiwenSu|NaokiYoshinaga|YumaTsuta|MasashiToyoda,,P5:ポスター,"Persona-based chatbots assuming a speciﬁc persona forchatbots can generate consistent responses given the per-sona. Existing persona-based dialogue datasets such asPersonaChat and Multi-Session Chat (MSC), however,contain mainly personal facts (e.g.,“I like cats.”) butlack personality traits (“I am extraverted.”). We thusautomatically annotate the MSC dataset with personal-ity traits to train persona-based chatbots using personalfacts and personality traits. Experimental results on thepersonality-augmented MSC datasets conﬁrmed that ourchatbot improves personality consistency scores, when us-ing a personality-aware reranking."
P5-27,ディスカッションの役割分類に基づいたファシリテーション対話システム,藤後英哲|菊池英明|藤倉将平|清水健吾,,P5:ポスター,会議では，さまざまな問題が生じることが知られている．その問題を解消するアプローチとしてファシリテータの介入があるが，全ての会議にファシリテータを介入させることは困難である．そのため，本研究では会議における問題を解消するため，ファシリテーション対話システムの開発を行なった．開発した対話システムを評価した結果，ファシリテータとしての適切な発話タイミング・発話生成を行える可能性が示唆された．
P5-28,対話の齟齬と介入による解消：LLM を用いた検討,清水周一郎|YinJouHuang|村脇有吾|ChenhuiChu,,P5:ポスター,対話における齟齬は重要な現象であるが，どのような現象であるかは明確でない．本研究では，対話の齟齬について，Clark の言語使用に関する理論をもとにして整理し，また齟齬の解消には第三者による介入が役立つことを指摘する．LLM は高い対話能力と広範囲な知識を持ち，コントロールされた対話の実験を容易にする．本研究では LLM エージェントに齟齬を含む対話とそれに対する介入を行わせ，介入を行うことによる対話の変化を分析する．
A6-1,Swallowコーパス: 日本語大規模ウェブコーパス,岡崎直観|服部翔|平井翔太|飯田大貴|大井聖也|藤井一喜|中村泰士|MengsayLoem|横田理央|水木栄,,A6:LLMデータ構築,"これまで、オープンな日本語大規模言語モデルの学習には CC-100、mC4、OSCAR などのコーパスの日本語部分が用いられてきた。ところが、これらのコーパスは日本語テキストの品質を重視して作られた訳ではない。本研究では Common Crawl のアーカイブ（2020 年から 2023 年にかけて収集された 21スナップショット分、約 634 億ページ）から日本語のテキストを独自に抽出・精錬し、約 3,121 億文字（約1.73億ページ）からなる日本語ウェブコーパスを構築した。この規模は、CC-100 (約 258 億文字）、mC4（約 2,397 億文字）、OSCAR 23.10（約 740 億文字）を抜き、日本語の言語モデルの学習コーパスの中で、商用利用が可能なものとしては最大である。"
A6-2,大規模言語モデルの日本語理解能力検証のための「本音と建前」データセットの構築,子安隆人|綱川隆司|西田昌史,,A6:LLMデータ構築,"本研究では,大規模言語モデルの言語処理能力の検証を目的とし,大規模言語モデルが日本語の独特の文化的背景や言語構造を適切に理解し処理することができるかを明らかにするため，言語モデルが文中の非明示的な情報や隠された意味を理解し，それを基に推論する能力を有しているか検証するためのデータセットを構築する．本データセットを用いて,言語モデルがどの程度日本語文のニュアンスや文脈を適切に捉えることができるのかを検証した."
A6-3,ichikara-instruction LLMのための日本語インストラクションデータの作成,関根聡|安藤まや|後藤美知子|鈴木久美|河原大輔|井之上直也|乾健太郎,,A6:LLMデータ構築,GPT を始めとする対話型生成 AI は主に、事前学習、Supervised Fine Tuning(SFT)、強化 学習 を用いて構築された言語モデルで構成されている。特に SFT で利用されるインストラクションは非常に重要な役割を担っている。我々は 2024年 3 月までに、高品質な日本語インストラクションデータを1 万件作成する計画である。本論文では 2023 年 12 月 21 日に共同研究企業に向けて公開したデータの概要と、それに基づく評価結果、最終目標、データの作成手順、プロジェクトの形態と今後について紹介する[1]。
A6-4,大規模言語モデルの日本語能力の効率的な強化: 継続事前学習における語彙拡張と対訳コーパスの活用,水木栄|飯田大貴|藤井一喜|中村泰士|MengsayLoem|大井聖也|服部翔|平井翔太|横田理央|岡崎直観,,A6:LLMデータ構築,英語を主体として学習ずみの LLM を元に日本語テキストを主体として継続事前学習する方法は，高性能な日本語 LLM を構築する有望なアプローチである．本研究ではまず継続事前学習の効果を分析し，特に日本語の質問応答で効果的であることを報告する．また LLM の能力を効率的に強化する方法を明らかにするため，日本語の語彙拡張の影響および対訳コーパスの有効性を調査した．その結果，語彙拡張による効率化は要約を除き性能への悪影響はないこと，および対訳コーパスの併用が翻訳能力を強化することを明らかにした．
A6-5,Aug AnaloGPT: 大規模言語モデルを用いたアナロジー生成によるデータ拡張,李宰成|山田武士,,A6:LLMデータ構築,データ拡張(Data Augmentation)とは、新たなデータ収集なしに、訓練データの多様性を増やし、モデル性能を高める手法を指す。この手法は、自然言語処理(NLP)において、学習データ不足やデータ不均衡問題に対処する上で重要な役割を果たす[1]。しかし、ほとんどのデータ拡張手法は数百例程度のデータセットに対してのみ有効である[2]。本研究では数千例からなるデータセットにおいても学習データ不足に対処可能なデータ拡張として、大規模言語モデルを用いた文のアナロジー生成に基づく手法(Aug AnaloGPT)を提案する。文のアナロジー生成とは対象ドメインが異なるが文の論理構造や意味の関係性が類似している類比文を生成することである。提案手法を JGLUE の JNLI[3]のデータセットに適用したところ、言い換えに基づく既存のデータ拡張手法を凌ぐ性能向上を確認できた。
B6-1,日本語Winogroundデータセットの自動構築,清水博文|河原大輔,,B6:マルチモーダル画像・動画像(3),人間レベルの推論ができるマルチモーダルモデルの開発・評価のために、多くのマルチモーダルデータセットが構築されている。本研究では、その中でも視覚・言語の高度な理解を必要とする Winogroundデータセットの自動構築手法を提 案し、日本 語Winoground データセットを構築する。このデータセットにより日本語の視覚・言語モデルの評価が可能になったが、自動構築による生成データセットの質に関してはさらなる改良が必要である。
B6-2,画像ベースとテキストベースのモデルを用いた表の構造解析の性能検証,四條光|進藤裕之|渡辺太郎,,B6:マルチモーダル画像・動画像(3),"表は科学論文，web サイト，新聞など様々な媒体に現れるため，表を解析することは膨大な文書を管理するために重要である．表の構造解析を解くために，深層学習ベースの画像エンコーダとテキストデコーダから構成される画像ベースのモデルが考案され，非常に高い精度を達成している．一方，エンコーダにマルチモーダルのモデルを使用する研究が登場している．こうした背景から実際にエンコーダには画像ベースのモデルとマルチモーダルのモデルのどちらが優れているか比較することは重要である．本研究では，表の構造解析のエンコーダ・デコーダモデルを構築し，エンコーダに画像ベース，テキストベース,マルチモーダルの 3 つの異なるモデルを使用し，表の構造解析のスコアを比較することで，どのモデルが優れているのかの比較を行なった．実験の結果，画像ベースのアプローチが良いと示唆された."
B6-3,Hol-CCG構文解析と拡散モデルの統合による構文構造を陽に考慮した画像生成,山木良輔|品川政太朗|持橋大地|谷口忠大,,B6:マルチモーダル画像・動画像(3),近年，拡散モデルに基づくテキスト画像生成モデルは高度な画像生成を実現している．しかし，構文的曖昧性を有するテキストに対して，特定の構文的解釈に対応する画像を選択的に生成するという点において課題がある．そこで本研究では，テキストが有する構文構造を分散表現として計算可能な構文解析モデルである Hol-CCG [1]と，画像生成モデルである Stable Diﬀusion [2]を統合し，特定の構文的解釈に対応する画像を選択的に生成可能なモデルを提案する．
B6-4,人工画像を用いたText-to-Imageモデルの事前学習,中尾純平|磯沼大|片岡裕雄|森純一郎|坂田一郎,,B6:マルチモーダル画像・動画像(3),近年，大規模 Text-to-Image (T2I)モデルの事前学習に用いるデータセットに対して倫理面の問題が指摘されている．そこで本研究では人工画像を用いた T2I モデルの事前学習を検討する．人工画像にはキャプションが付与されていないことが事前学習に用いる際の難所となるが，本研究では CLIP を活用して人工画像に疑似的なキャプションを付与することでこの点にアプローチした．評価実験では，人工画像と実画像でそれぞれ事前学習したモデルを，複数の実画像データセットでファインチューニングした後の生成画像の精度で比較することで，人工画像を用いた事前学習が実画像を用いた事前学習に迫る有効性を示すことと共に，人工画像の色による多様性と輪郭という性質が重要であることを確認した．
B6-5,日本語特化の視覚と言語を組み合わせた事前学習モデルの開発 Developing Vision-Language Pre-Trained Models for Japanese,王直|細野健人|石塚湖太|奥田悠太|川上孝介,,B6:マルチモーダル画像・動画像(3),視覚 と言 語を 組み 合わ せた 事前 学習（Vision-Language Pre-training; VLP）は、多くのタスクに対して Fine-Tuning なしでも一定の性能を発揮する。特に、VLP モデルの一つである CLIP は、ゼロショットで教師あり ResNet-50 と同等の画像分類性能を持つとされるが、その多くは英語向けであり、日本語特化 CLIP での性能は 10–25%劣る。我々は、画像エンコーダと訓練データを 7–10 倍大にし、さらに言語エンコーダの拡大を行うことで、日本語特化CLIP の画像検索性能 R@5 を 14%改善させた。これは、OpenAI が公開する英語版 CLIP の精度を 2%上回るものである。追加実験でハイパーパラメータの影響を調査し、大きなバッチサイズが性能向上に重要であることを明らかにした。
C6-1,LLM を用いたタカハトセンチメント付与タスクの検証,川原一修,,C6:テーマセッション２：金融・経済ドメインのための言語処理(3),"中央銀行の要人発言にタカハトセンチメントを付与するタスクは,金融実務家にとって重要でありながら,商用利用可能なアノテーション付き学習データの提供はまだ行われていない.本研究では,プロンプトエンジニアリングを用いて,大規模言語モデル（LLM）を活用したセンチメント推定の精度向上を検証した.その結果,センチメント付与ガイドラインを含むプロンプトを用いることで,ファインチューニングされた小型モデルよりも高い精度を達成するケースが存在することが明らかになった."
C6-2,株価変動に対する大規模言語モデルを用いた株式用語選択,西田隼輔|宇津呂武仁,,C6:テーマセッション２：金融・経済ドメインのための言語処理(3),株価変動記事では，株価変動を表現する株式用語が用いられることが多い．そのような記事の自動生成を目的として，大規模言語モデルに数日間の株価の推移を与え，株価変動の特徴を適切に表す専門用語を自動で選択させる手法の評価を行った．本手法により，株価変動記事の記者が人手でつけた用語や，それに意味が近い用語を高い精度で選択できることが分かった．また，few-shot 学習やﬁne-tuningを行うことで，さらに性能を向上させられることが示された．
